ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS,DATE OF ISSUANCE,QR CODE LINK
5013,5013R,A2B3C-4D5E6-F7G8H-35680,9CAAA-F4FBC-F5BF8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9CAAA-F4FBC-F5BF8.png
5014,5014R,A2B3C-4D5E6-F7G8H-3AE64,EDDE2-A5CBA-FE70E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EDDE2-A5CBA-FE70E.png
5015,5015R,A2B3C-4D5E6-F7G8H-40648,BCAF9-DAE09-EFF13,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BCAF9-DAE09-EFF13.png
5016,5016R,A2B3C-4D5E6-F7G8H-45E2C,33CF9-42EEE-1BEDB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_33CF9-42EEE-1BEDB.png
5017,5017R,A2B3C-4D5E6-F7G8H-4B610,B6D7B-EBFBD-5D4D5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B6D7B-EBFBD-5D4D5.png
5018,5018R,A2B3C-4D5E6-F7G8H-50DF4,DE33B-2BCDE-140D3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DE33B-2BCDE-140D3.png
5019,5019R,A2B3C-4D5E6-F7G8H-565D8,A4EAC-716C8-DDC46,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A4EAC-716C8-DDC46.png
5020,5020R,A2B3C-4D5E6-F7G8H-5BDBC,DBA0A-FDCCA-08DFE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DBA0A-FDCCA-08DFE.png
5021,5021R,A2B3C-4D5E6-F7G8H-615A0,BBC39-CBAEA-089F4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BBC39-CBAEA-089F4.png
5022,5022R,A2B3C-4D5E6-F7G8H-66D84,755DE-566DF-B6EA4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_755DE-566DF-B6EA4.png
5023,5023R,A2B3C-4D5E6-F7G8H-6C568,F6C21-3FB8D-0E12F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F6C21-3FB8D-0E12F.png
5024,5024R,A2B3C-4D5E6-F7G8H-71D4C,B0CBB-1E19D-A7AEA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B0CBB-1E19D-A7AEA.png
5025,5025R,A2B3C-4D5E6-F7G8H-77530,CEE93-A09AC-A3D26,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CEE93-A09AC-A3D26.png
5026,5026R,A2B3C-4D5E6-F7G8H-7CD14,FA6F6-1E467-98927,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FA6F6-1E467-98927.png
5027,5027R,A2B3C-4D5E6-F7G8H-824F8,CC40D-D2F99-52FAA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CC40D-D2F99-52FAA.png
5028,5028R,A2B3C-4D5E6-F7G8H-87CDC,FF997-36FCC-2A7B3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FF997-36FCC-2A7B3.png
5029,5029R,A2B3C-4D5E6-F7G8H-8D4C0,BFBF1-B6E8B-DC039,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BFBF1-B6E8B-DC039.png
5030,5030R,A2B3C-4D5E6-F7G8H-92CA4,C71B9-67FB1-2FACE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C71B9-67FB1-2FACE.png
5031,5031R,A2B3C-4D5E6-F7G8H-98488,B9DEA-0E34F-5D83D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B9DEA-0E34F-5D83D.png
5032,5032R,A2B3C-4D5E6-F7G8H-9DC6C,9ECDA-6E12B-50AFE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9ECDA-6E12B-50AFE.png
5033,5033R,A2B3C-4D5E6-F7G8H-A3450,6C188-F2C0B-D9E8C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6C188-F2C0B-D9E8C.png
5034,5034R,A2B3C-4D5E6-F7G8H-A8C34,50DAC-6E7BC-2DCC4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_50DAC-6E7BC-2DCC4.png
5035,5035R,A2B3C-4D5E6-F7G8H-AE418,94FBD-CDDBB-9DBEC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_94FBD-CDDBB-9DBEC.png
5036,5036R,A2B3C-4D5E6-F7G8H-B3BFC,D2E4F-CA14F-2C3D3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D2E4F-CA14F-2C3D3.png
5037,5037R,A2B3C-4D5E6-F7G8H-B93E0,A6EB9-7F07F-A0AED,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A6EB9-7F07F-A0AED.png
5038,5038R,A2B3C-4D5E6-F7G8H-BEBC4,6FE72-ACFF5-DFCDF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_6FE72-ACFF5-DFCDF.png
5039,5039R,A2B3C-4D5E6-F7G8H-C43A8,4096A-FAFBA-67AD3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4096A-FAFBA-67AD3.png
5040,5040R,A2B3C-4D5E6-F7G8H-C9B8C,67656-6ADF4-DD98A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_67656-6ADF4-DD98A.png
5041,5041R,A2B3C-4D5E6-F7G8H-CF370,A73F8-DBD1B-E2E12,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A73F8-DBD1B-E2E12.png
5042,5042R,A2B3C-4D5E6-F7G8H-D4B54,66AE8-9CAFB-9AC9A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_66AE8-9CAFB-9AC9A.png
5043,5043R,A2B3C-4D5E6-F7G8H-DA338,F677A-FDD99-C8AA1,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F677A-FDD99-C8AA1.png
5044,5044R,A2B3C-4D5E6-F7G8H-DFB1C,F11EC-E44A8-96BD8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F11EC-E44A8-96BD8.png
5045,5045R,A2B3C-4D5E6-F7G8H-E5300,DFCD1-53BCF-F0CB8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DFCD1-53BCF-F0CB8.png
5046,5046R,A2B3C-4D5E6-F7G8H-EAAE4,BCED8-1FEE5-23AFA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BCED8-1FEE5-23AFA.png
5047,5047R,A2B3C-4D5E6-F7G8H-F02C8,D7BAA-92EAE-35BA1,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D7BAA-92EAE-35BA1.png
5048,5048R,A2B3C-4D5E6-F7G8H-F5AAC,E3A4A-EBE7D-DDFD6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E3A4A-EBE7D-DDFD6.png
5049,5049R,A2B3C-4D5E6-F7G8H-FB290,B2CA5-AA7DE-EB88B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B2CA5-AA7DE-EB88B.png
5050,5050R,A2B3C-4D5E6-F7G8H-00A74,2BFB9-1A0EC-9E38D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2BFB9-1A0EC-9E38D.png
  ,5051R,A2B3C-4D5E6-F7G8H-06258,CFDC3-3E37F-DED77,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CFDC3-3E37F-DED77.png
5052,5052R,A2B3C-4D5E6-F7G8H-0BA3C,4F8FF-12C65-79E1E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4F8FF-12C65-79E1E.png
5053,5053R,A2B3C-4D5E6-F7G8H-11220,90DFD-CDCD3-C25CC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_90DFD-CDCD3-C25CC.png
5054,5054R,A2B3C-4D5E6-F7G8H-16A04,94C36-DAF22-F2AF5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_94C36-DAF22-F2AF5.png
5055,5055R,A2B3C-4D5E6-F7G8H-1C1E8,BB6BB-49C77-EAAC4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BB6BB-49C77-EAAC4.png
5056,5056R,A2B3C-4D5E6-F7G8H-219CC,3E7D7-B18B9-FBFBF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_3E7D7-B18B9-FBFBF.png
5057,5057R,A2B3C-4D5E6-F7G8H-271B0,AAB7E-AAC13-C2DCC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AAB7E-AAC13-C2DCC.png
5058,5058R,A2B3C-4D5E6-F7G8H-2C994,0AF6E-0CECD-DAFF2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0AF6E-0CECD-DAFF2.png
5059,5059R,A2B3C-4D5E6-F7G8H-32178,5BFEC-CCED5-1F2E8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_5BFEC-CCED5-1F2E8.png
5060,5060R,A2B3C-4D5E6-F7G8H-3795C,2BA9A-2AAB1-E8392,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2BA9A-2AAB1-E8392.png
5061,5061R,A2B3C-4D5E6-F7G8H-3D140,8EABC-BF701-CADD2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_8EABC-BF701-CADD2.png
5062,5062R,A2B3C-4D5E6-F7G8H-42924,DFA03-BB5BC-14EB7,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DFA03-BB5BC-14EB7.png
5063,5063R,A2B3C-4D5E6-F7G8H-48108,9B4E1-CD71E-BA3EE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9B4E1-CD71E-BA3EE.png
5064,5064R,A2B3C-4D5E6-F7G8H-4D8EC,4F8E7-7DCF1-43FDE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4F8E7-7DCF1-43FDE.png
5065,5065R,A2B3C-4D5E6-F7G8H-530D0,C98FB-7F4FA-25397,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C98FB-7F4FA-25397.png
5066,5066R,A2B3C-4D5E6-F7G8H-588B4,DFBE4-AD810-CA2FE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DFBE4-AD810-CA2FE.png
5067,5067R,A2B3C-4D5E6-F7G8H-5E098,86BF8-CE3B7-3925B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_86BF8-CE3B7-3925B.png
5068,5068R,A2B3C-4D5E6-F7G8H-6387C,0AECC-CFBF5-0843E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_0AECC-CFBF5-0843E.png
5069,5069R,A2B3C-4D5E6-F7G8H-69060,2E8AE-1CE2C-9EA66,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2E8AE-1CE2C-9EA66.png
5070,5070R,A2B3C-4D5E6-F7G8H-6E844,483AD-23D8F-3750A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_483AD-23D8F-3750A.png
5071,5071R,A2B3C-4D5E6-F7G8H-74028,1CCEB-45A95-9D04C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_1CCEB-45A95-9D04C.png
5072,5072R,A2B3C-4D5E6-F7G8H-7980C,38CFF-A5FF9-A1FE1,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_38CFF-A5FF9-A1FE1.png
5073,5073R,A2B3C-4D5E6-F7G8H-7EFF0,A7D40-C5C4A-D9FFA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A7D40-C5C4A-D9FFA.png
5074,5074R,A2B3C-4D5E6-F7G8H-847D4,46B5C-CDA84-EDFCA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_46B5C-CDA84-EDFCA.png
5075,5075R,A2B3C-4D5E6-F7G8H-89FB8,274E6-D9AFA-6792E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_274E6-D9AFA-6792E.png
5076,5076R,A2B3C-4D5E6-F7G8H-8F79C,C3DE4-CBF95-FB9BB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C3DE4-CBF95-FB9BB.png
5077,5077R,A2B3C-4D5E6-F7G8H-94F80,24AAE-8FEB4-ED4E5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_24AAE-8FEB4-ED4E5.png
5078,5078R,A2B3C-4D5E6-F7G8H-9A764,4F7F6-E6449-FF1C4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_4F7F6-E6449-FF1C4.png
5079,5079R,A2B3C-4D5E6-F7G8H-9FF48,37FCD-360DD-6AEE0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_37FCD-360DD-6AEE0.png
5080,5080R,A2B3C-4D5E6-F7G8H-A572C,FF61A-ABFB4-6B1E0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FF61A-ABFB4-6B1E0.png
5081,5081R,A2B3C-4D5E6-F7G8H-AAF10,B9F22-E171A-EDE94,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B9F22-E171A-EDE94.png
5082,5082R,A2B3C-4D5E6-F7G8H-B06F4,CB9C1-BE977-7E36E,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CB9C1-BE977-7E36E.png
5083,5083R,A2B3C-4D5E6-F7G8H-B5ED8,2BFC5-A16B5-DBDA6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_2BFC5-A16B5-DBDA6.png
5084,5084R,A2B3C-4D5E6-F7G8H-BB6BC,CD2CC-4DEC6-DCD40,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CD2CC-4DEC6-DCD40.png
5085,5085R,A2B3C-4D5E6-F7G8H-C0EA0,F08FE-BCBE1-35393,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_F08FE-BCBE1-35393.png
5086,5086R,A2B3C-4D5E6-F7G8H-C6684,99B96-6BFDA-E4CFC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_99B96-6BFDA-E4CFC.png
5087,5087R,A2B3C-4D5E6-F7G8H-CBE68,C6F6A-DDE9A-0AB9F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C6F6A-DDE9A-0AB9F.png
5088,5088R,A2B3C-4D5E6-F7G8H-D164C,346DB-770FC-3FDF2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_346DB-770FC-3FDF2.png
5089,5089R,A2B3C-4D5E6-F7G8H-D6E30,CAB16-EE419-BF2FD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CAB16-EE419-BF2FD.png
5090,5090R,A2B3C-4D5E6-F7G8H-DC614,B9BD7-4B875-3DAD5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B9BD7-4B875-3DAD5.png
5091,5091R,A2B3C-4D5E6-F7G8H-E1DF8,FC37B-DFD2C-5FCBF,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FC37B-DFD2C-5FCBF.png
5092,5092R,A2B3C-4D5E6-F7G8H-E75DC,C9383-BA82E-7BEE3,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C9383-BA82E-7BEE3.png
5093,5093R,A2B3C-4D5E6-F7G8H-ECDC0,C4BFB-AF862-A1B6A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C4BFB-AF862-A1B6A.png
5094,5094R,A2B3C-4D5E6-F7G8H-F25A4,E68AB-BEAE4-9DE45,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E68AB-BEAE4-9DE45.png
5095,5095R,A2B3C-4D5E6-F7G8H-F7D88,E72B0-BD03F-BCFDB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E72B0-BD03F-BCFDB.png
5096,5096R,A2B3C-4D5E6-F7G8H-FD56C,7FAD4-20E0C-E8DC6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_7FAD4-20E0C-E8DC6.png
5097,5097R,A2B3C-4D5E6-F7G8H-02D50,5833E-3817C-26DD8,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_5833E-3817C-26DD8.png
5098,5098R,A2B3C-4D5E6-F7G8H-08534,CEAB2-73CAF-C31D9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CEAB2-73CAF-C31D9.png
5099,5099R,A2B3C-4D5E6-F7G8H-0DD18,E59D5-CE7FE-5F2CB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E59D5-CE7FE-5F2CB.png
5100,5100R,A2B3C-4D5E6-F7G8H-134FC,55C21-50EA7-4FBD5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_55C21-50EA7-4FBD5.png
5101,5101R,I9J1K-2L3M4-N5O6P-18CE0,9FD0D-DB857-F2BCC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_9FD0D-DB857-F2BCC.png
5102,5102R,I9J1K-2L3M4-N5O6P-1E4C4,FEF3F-2F0EE-E4849,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FEF3F-2F0EE-E4849.png
5103,5103R,I9J1K-2L3M4-N5O6P-23CA8,DEDEE-A498F-B1D0C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DEDEE-A498F-B1D0C.png
5104,5104R,I9J1K-2L3M4-N5O6P-2948C,DA2D1-3E31F-6AC73,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DA2D1-3E31F-6AC73.png
5105,5105R,I9J1K-2L3M4-N5O6P-2EC70,AE48C-38BCF-6150C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AE48C-38BCF-6150C.png
5106,5106R,I9J1K-2L3M4-N5O6P-34454,C210B-FF56C-ECA22,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C210B-FF56C-ECA22.png
5107,5107R,I9J1K-2L3M4-N5O6P-39C38,A5E35-AEE27-DDFA5,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A5E35-AEE27-DDFA5.png
5108,5108R,I9J1K-2L3M4-N5O6P-3F41C,B2AB6-97BD4-D96CA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_B2AB6-97BD4-D96CA.png
5109,5109R,I9J1K-2L3M4-N5O6P-44C00,38F94-013EA-B2EE6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_38F94-013EA-B2EE6.png
5110,5110R,I9J1K-2L3M4-N5O6P-4A3E4,CC41E-C57B9-D37E4,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CC41E-C57B9-D37E4.png
5111,5111R,I9J1K-2L3M4-N5O6P-4FBC8,CF4EC-A9DA3-259FD,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CF4EC-A9DA3-259FD.png
5112,5112R,I9J1K-2L3M4-N5O6P-553AC,7F911-09BCA-E6A41,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_7F911-09BCA-E6A41.png
5113,5113R,I9J1K-2L3M4-N5O6P-5AB90,EDB37-14204-C54EC,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EDB37-14204-C54EC.png
5114,5114R,I9J1K-2L3M4-N5O6P-60374,EA74F-847C1-B9A9B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EA74F-847C1-B9A9B.png
5115,5115R,I9J1K-2L3M4-N5O6P-65B58,12D3B-60E51-6FE1F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_12D3B-60E51-6FE1F.png
5116,5116R,I9J1K-2L3M4-N5O6P-6B33C,DFD92-F52AD-C35C2,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DFD92-F52AD-C35C2.png
5117,5117R,I9J1K-2L3M4-N5O6P-70B20,FFB6A-FFF9F-DBD7F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FFB6A-FFF9F-DBD7F.png
5118,5118R,I9J1K-2L3M4-N5O6P-76304,42FFD-22CBC-FBBCE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_42FFD-22CBC-FBBCE.png
5119,5119R,I9J1K-2L3M4-N5O6P-7BAE8,A0DD1-B97B0-EDB8B,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_A0DD1-B97B0-EDB8B.png
5120,5120R,I9J1K-2L3M4-N5O6P-812CC,E35CE-DB8CC-27E0D,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_E35CE-DB8CC-27E0D.png
5121,5121R,I9J1K-2L3M4-N5O6P-86AB0,C8A69-8AC75-B7F0C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_C8A69-8AC75-B7F0C.png
5122,5122R,I9J1K-2L3M4-N5O6P-8C294,D04F7-A2E4D-AEAD6,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D04F7-A2E4D-AEAD6.png
5123,5123R,I9J1K-2L3M4-N5O6P-91A78,BD321-75AAA-9AF7A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_BD321-75AAA-9AF7A.png
5124,5124R,I9J1K-2L3M4-N5O6P-9725C,FC7F9-5F63C-81ED1,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_FC7F9-5F63C-81ED1.png
5125,5125R,I9J1K-2L3M4-N5O6P-9CA40,EAADE-F4DC4-CA0EB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EAADE-F4DC4-CA0EB.png
5126,5126R,I9J1K-2L3M4-N5O6P-A2224,DF974-E2CD0-AF1AB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DF974-E2CD0-AF1AB.png
5127,5127R,I9J1K-2L3M4-N5O6P-A7A08,EC5DD-5CFC1-6DF7A,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EC5DD-5CFC1-6DF7A.png
5128,5128R,I9J1K-2L3M4-N5O6P-AD1EC,AA8D5-A419A-A36BB,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AA8D5-A419A-A36BB.png
5129,5129R,I9J1K-2L3M4-N5O6P-B29D0,08BE6-CDA8A-0493C,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_08BE6-CDA8A-0493C.png
5130,5130R,I9J1K-2L3M4-N5O6P-B81B4,DEAB1-0B691-28FA9,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_DEAB1-0B691-28FA9.png
5131,5131R,I9J1K-2L3M4-N5O6P-BD998,AFFDE-A0107-6BBF0,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_AFFDE-A0107-6BBF0.png
5132,5132R,I9J1K-2L3M4-N5O6P-C317C,32EAC-DCEDD-E9EAE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_32EAC-DCEDD-E9EAE.png
5133,5133R,I9J1K-2L3M4-N5O6P-C8960,CF9D6-FF692-C50CE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_CF9D6-FF692-C50CE.png
5134,5134R,I9J1K-2L3M4-N5O6P-CE144,63A1E-2EEB2-2D7AE,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_63A1E-2EEB2-2D7AE.png
5135,5135R,I9J1K-2L3M4-N5O6P-33E88,EFD63-CE610-EE8CA,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_EFD63-CE610-EE8CA.png
5136,5136R,I9J1K-2L3M4-N5O6P-D3928,D81FB-92D5D-50A0F,,,Good Condition,2025-01-13 08:53:50,/qr_codes/20250113_085350/qr_D81FB-92D5D-50A0F.png
