ITEM No.,DV NUMBER,SERIAL NUMBER,IN-HOUSE SERIAL NUMBER,Unnamed: 4,Unnamed: 5,REMARKS
5022,5022R,A2B3C-4D5E6-F7G8H-66D84,C9240562CCE2EC8DEB8F,,,Good Condition
5023,5023R,A2B3C-4D5E6-F7G8H-6C568,B9F8FBA58FAC803E1109,,,Good Condition
5024,5024R,A2B3C-4D5E6-F7G8H-71D4C,467BB698625A5ABD7C24,,,Good Condition
5025,5025R,A2B3C-4D5E6-F7G8H-77530,C141EAEFA6B7CDD9A77A,,,Good Condition
5026,5026R,A2B3C-4D5E6-F7G8H-7CD14,41612BCF440F519B6BFD,,,Good Condition
5027,5027R,A2B3C-4D5E6-F7G8H-824F8,FC0AC8FFDCE10B12EE2F,,,Good Condition
5028,5028R,A2B3C-4D5E6-F7G8H-87CDC,190CA129D18C78C53DF2,,,Good Condition
5029,5029R,A2B3C-4D5E6-F7G8H-8D4C0,BDFBE3EF0DC8AC4249C3,,,Good Condition
5030,5030R,A2B3C-4D5E6-F7G8H-92CA4,A489BAEDCEEFE6E0CFFD,,,Good Condition
5031,5031R,A2B3C-4D5E6-F7G8H-98488,FEC163FFCC896AD58C02,,,Good Condition
5032,5032R,A2B3C-4D5E6-F7G8H-9DC6C,A39FC724DEAFDC499C6B,,,Good Condition
5033,5033R,A2B3C-4D5E6-F7G8H-A3450,D3ABE9FF45EDCC463A4A,,,Good Condition
5034,5034R,A2B3C-4D5E6-F7G8H-A8C34,313AF96C352F5BECE757,,,Good Condition
5035,5035R,A2B3C-4D5E6-F7G8H-AE418,DAC97FBCAB7BE14A6BAB,,,Good Condition
5036,5036R,A2B3C-4D5E6-F7G8H-B3BFC,562FA8B0BDC0DBFAF38E,,,Good Condition
5037,5037R,A2B3C-4D5E6-F7G8H-B93E0,7BBEE0914CD2FACC947F,,,Good Condition
5038,5038R,A2B3C-4D5E6-F7G8H-BEBC4,8CFACBBF364FC2DC56B1,,,Good Condition
5039,5039R,A2B3C-4D5E6-F7G8H-C43A8,3EDA6F4CA25AB6F5B6DA,,,Good Condition
5040,5040R,A2B3C-4D5E6-F7G8H-C9B8C,77CF9B1FFD3F37CD40FA,,,Good Condition
5041,5041R,A2B3C-4D5E6-F7G8H-CF370,E1DBC224D32142A102DD,,,Good Condition
5042,5042R,A2B3C-4D5E6-F7G8H-D4B54,27626BAAA7B68CCE38F7,,,Good Condition
5043,5043R,A2B3C-4D5E6-F7G8H-DA338,A4A3ABF48F6E1E1DFF2B,,,Good Condition
5044,5044R,A2B3C-4D5E6-F7G8H-DFB1C,BFAF376BDFA9B849EE7B,,,Good Condition
5045,5045R,A2B3C-4D5E6-F7G8H-E5300,B2DA520F77BAEF9F5C8F,,,Good Condition
5046,5046R,A2B3C-4D5E6-F7G8H-EAAE4,3E47D11117E708E306CC,,,Good Condition
5047,5047R,A2B3C-4D5E6-F7G8H-F02C8,CFD9D6F6CEC3146888F9,,,Good Condition
5048,5048R,A2B3C-4D5E6-F7G8H-F5AAC,BE2C38AA15745BDCE24C,,,Good Condition
5049,5049R,A2B3C-4D5E6-F7G8H-FB290,CC34E9CCB4C15ABE5D1D,,,Good Condition
5050,5050R,A2B3C-4D5E6-F7G8H-00A74,EC6A5A83BF5CEA057EC6,,,Good Condition
  ,5051R,A2B3C-4D5E6-F7G8H-06258,16DAE0E25ACFD3087AF6,,,Good Condition
5052,5052R,A2B3C-4D5E6-F7G8H-0BA3C,4ED1ABC772EEDEAEEBF0,,,Good Condition
5053,5053R,A2B3C-4D5E6-F7G8H-11220,EEDC95FCA8BECDBB3E46,,,Good Condition
5054,5054R,A2B3C-4D5E6-F7G8H-16A04,4C1E9A2CB0EAB4351DB5,,,Good Condition
5055,5055R,A2B3C-4D5E6-F7G8H-1C1E8,B7F636A8EF2886EADDC4,,,Good Condition
5056,5056R,A2B3C-4D5E6-F7G8H-219CC,2D873C9D2A68A2CCAA0D,,,Good Condition
5057,5057R,A2B3C-4D5E6-F7G8H-271B0,C28E0E77EED79DDBD447,,,Good Condition
5058,5058R,A2B3C-4D5E6-F7G8H-2C994,A70DF5BB375D3F1BB3BD,,,Good Condition
5059,5059R,A2B3C-4D5E6-F7G8H-32178,2906879E09AD4BBC7093,,,Good Condition
5060,5060R,A2B3C-4D5E6-F7G8H-3795C,DD4DB3E8D32C5DB1E78F,,,Good Condition
5061,5061R,A2B3C-4D5E6-F7G8H-3D140,B4AD9F7AE907A8010D6D,,,Good Condition
5062,5062R,A2B3C-4D5E6-F7G8H-42924,4A32BAB7303FE1D1EB0F,,,Good Condition
5063,5063R,A2B3C-4D5E6-F7G8H-48108,FB8B60A9D2BCF185A3DA,,,Good Condition
5064,5064R,A2B3C-4D5E6-F7G8H-4D8EC,6F5EC0D355BCAAB82F6B,,,Good Condition
5065,5065R,A2B3C-4D5E6-F7G8H-530D0,BC31A4EF3E9CDDC14620,,,Good Condition
5066,5066R,A2B3C-4D5E6-F7G8H-588B4,4E90CA9CB93324E8FABE,,,Good Condition
5067,5067R,A2B3C-4D5E6-F7G8H-5E098,569DDD7813EFFBA9A4D5,,,Good Condition
5068,5068R,A2B3C-4D5E6-F7G8H-6387C,B7DEC2AAAAD64CCF95EB,,,Good Condition
5069,5069R,A2B3C-4D5E6-F7G8H-69060,3C1ACA88D60862E7CAFC,,,Good Condition
5070,5070R,A2B3C-4D5E6-F7G8H-6E844,1EC0B40B9BC2914CE0B7,,,Good Condition
5071,5071R,A2B3C-4D5E6-F7G8H-74028,4EFF3A5FC6AE8CEDF321,,,Good Condition
5072,5072R,A2B3C-4D5E6-F7G8H-7980C,4601E0EFC6DA0D92BFDC,,,Good Condition
5073,5073R,A2B3C-4D5E6-F7G8H-7EFF0,1F2CBD3732C8FEEFAC25,,,Good Condition
5074,5074R,A2B3C-4D5E6-F7G8H-847D4,AEB106EF861B9DC50D0C,,,Good Condition
5075,5075R,A2B3C-4D5E6-F7G8H-89FB8,002FC54531A33ABAB7FA,,,Good Condition
5076,5076R,A2B3C-4D5E6-F7G8H-8F79C,BEFE2FC14A4D7BAA0EEB,,,Good Condition
5077,5077R,A2B3C-4D5E6-F7G8H-94F80,454ABBAE3BBD5AA99975,,,Good Condition
5078,5078R,A2B3C-4D5E6-F7G8H-9A764,B7325A5D4FEC1A88AAEA,,,Good Condition
5079,5079R,A2B3C-4D5E6-F7G8H-9FF48,BDC6C78771FF3BF528C8,,,Good Condition
5080,5080R,A2B3C-4D5E6-F7G8H-A572C,CB846C7ACACCE5CD18D9,,,Good Condition
5081,5081R,A2B3C-4D5E6-F7G8H-AAF10,05D5D23BEB74799F750A,,,Good Condition
5082,5082R,A2B3C-4D5E6-F7G8H-B06F4,2FFD1C1CDEF98EA6E9CA,,,Good Condition
5083,5083R,A2B3C-4D5E6-F7G8H-B5ED8,BECF8DF9BBABCCAE8F3F,,,Good Condition
5084,5084R,A2B3C-4D5E6-F7G8H-BB6BC,88915BEFFF3FEBEDA7A2,,,Good Condition
5085,5085R,A2B3C-4D5E6-F7G8H-C0EA0,9FE87FCD3A28DE6ADF5C,,,Good Condition
5086,5086R,A2B3C-4D5E6-F7G8H-C6684,2FA59D8C9E43412DBDBC,,,Good Condition
5087,5087R,A2B3C-4D5E6-F7G8H-CBE68,E4BAC9DABFEFD20FECDD,,,Good Condition
5088,5088R,A2B3C-4D5E6-F7G8H-D164C,B3F35AC6E20D6DE0FCA5,,,Good Condition
5089,5089R,A2B3C-4D5E6-F7G8H-D6E30,DADF0B0EEC729EB98E7E,,,Good Condition
5090,5090R,A2B3C-4D5E6-F7G8H-DC614,8D7C3DBEA02BBA17EA4C,,,Good Condition
5091,5091R,A2B3C-4D5E6-F7G8H-E1DF8,BED422DBFFFFE0AD4DEF,,,Good Condition
5092,5092R,A2B3C-4D5E6-F7G8H-E75DC,D35A0D7DA4FDE42B3A7F,,,Good Condition
5093,5093R,A2B3C-4D5E6-F7G8H-ECDC0,3BA1EEA9C6714BBAECF6,,,Good Condition
5094,5094R,A2B3C-4D5E6-F7G8H-F25A4,13CC27BFBF84FFD9F9D1,,,Good Condition
5095,5095R,A2B3C-4D5E6-F7G8H-F7D88,2DDCEDFCDBCC2DEE9CA1,,,Good Condition
5096,5096R,A2B3C-4D5E6-F7G8H-FD56C,04EEBECF6ABEC588222D,,,Good Condition
5097,5097R,A2B3C-4D5E6-F7G8H-02D50,6F85FDD6437F95AD0048,,,Good Condition
5098,5098R,A2B3C-4D5E6-F7G8H-08534,A904F10AC9A1AEEDE782,,,Good Condition
5099,5099R,A2B3C-4D5E6-F7G8H-0DD18,A1FD9207FAEC552FB1DF,,,Good Condition
5100,5100R,A2B3C-4D5E6-F7G8H-134FC,9D9CFEA724CEDC47BA1A,,,Good Condition
5101,5101R,I9J1K-2L3M4-N5O6P-18CE0,34DA5C2C9CDDF0FBCFB1,,,Good Condition
5102,5102R,I9J1K-2L3M4-N5O6P-1E4C4,8D0D7CF26E8C87C36685,,,Good Condition
5103,5103R,I9J1K-2L3M4-N5O6P-23CA8,B3EEF89C2FD7DCE8DB5C,,,Good Condition
5104,5104R,I9J1K-2L3M4-N5O6P-2948C,0EFC28C564ECDBFF8919,,,Good Condition
5105,5105R,I9J1K-2L3M4-N5O6P-2EC70,E928389A1EAB595B40B7,,,Good Condition
5106,5106R,I9J1K-2L3M4-N5O6P-34454,6D1FDF9EDD80EB0A2FA0,,,Good Condition
5107,5107R,I9J1K-2L3M4-N5O6P-39C38,FE706CFB20A8BF9C7B8A,,,Good Condition
5108,5108R,I9J1K-2L3M4-N5O6P-3F41C,EC5B94394BD29AEF1C8E,,,Good Condition
5109,5109R,I9J1K-2L3M4-N5O6P-44C00,DA082FEA9E1ED3EA1BDB,,,Good Condition
5110,5110R,I9J1K-2L3M4-N5O6P-4A3E4,A3B17BC34F5DAC2F50FD,,,Good Condition
5111,5111R,I9J1K-2L3M4-N5O6P-4FBC8,8413D0BE1ECEB6BAFFA2,,,Good Condition
5112,5112R,I9J1K-2L3M4-N5O6P-553AC,4C19BDA32B3759C9E92D,,,Good Condition
5113,5113R,I9J1K-2L3M4-N5O6P-5AB90,D02B6A8BAA366770B5EE,,,Good Condition
5114,5114R,I9J1K-2L3M4-N5O6P-60374,D6CDFE4DA2E6DBB701BD,,,Good Condition
5115,5115R,I9J1K-2L3M4-N5O6P-65B58,CAF0A820CF8BA724BCBF,,,Good Condition
5116,5116R,I9J1K-2L3M4-N5O6P-6B33C,C9E7FF626D974D54DF2F,,,Good Condition
5117,5117R,I9J1K-2L3M4-N5O6P-70B20,F559BA7BCFACFFCFE50E,,,Good Condition
5118,5118R,I9J1K-2L3M4-N5O6P-76304,C91EBBB4E8EC5E9256CC,,,Good Condition
5119,5119R,I9J1K-2L3M4-N5O6P-7BAE8,28F93E4BB878F18AC1C9,,,Good Condition
5120,5120R,I9J1K-2L3M4-N5O6P-812CC,4E4AADC69C914EBA4C66,,,Good Condition
5121,5121R,I9J1K-2L3M4-N5O6P-86AB0,949FF01CFD3C96D06AA8,,,Good Condition
5122,5122R,I9J1K-2L3M4-N5O6P-8C294,CC5A0A2F98996FA45CFD,,,Good Condition
5123,5123R,I9J1K-2L3M4-N5O6P-91A78,DBCFDDCFC3EDE2F14DED,,,Good Condition
5124,5124R,I9J1K-2L3M4-N5O6P-9725C,AD93A76B5CF7E4B1CB6C,,,Good Condition
5125,5125R,I9J1K-2L3M4-N5O6P-9CA40,C94DFA41EEEF5AB81F3D,,,Good Condition
5126,5126R,I9J1K-2L3M4-N5O6P-A2224,BB2C5E3CFF94328C6B98,,,Good Condition
5127,5127R,I9J1K-2L3M4-N5O6P-A7A08,2AEC3EBEDB0A28CF382F,,,Good Condition
5128,5128R,I9J1K-2L3M4-N5O6P-AD1EC,ADDFA2EECB592A2CDD03,,,Good Condition
5129,5129R,I9J1K-2L3M4-N5O6P-B29D0,4EAADDEDA929ACFEA0AC,,,Good Condition
5130,5130R,I9J1K-2L3M4-N5O6P-B81B4,30EB8CC7E1BED5F10D9D,,,Good Condition
5131,5131R,I9J1K-2L3M4-N5O6P-BD998,8E0C76EA3AC86C8DC878,,,Good Condition
5132,5132R,I9J1K-2L3M4-N5O6P-C317C,AE5FBCB5FBFDEA7EF047,,,Good Condition
5133,5133R,I9J1K-2L3M4-N5O6P-C8960,E22FFBB968D139E6A3B4,,,Good Condition
5134,5134R,I9J1K-2L3M4-N5O6P-CE144,FA0EFAFE7B9FEB786ABE,,,Good Condition
5135,5135R,I9J1K-2L3M4-N5O6P-33E88,A0495C627BB69ADB2FAD,,,Good Condition
5136,5136R,I9J1K-2L3M4-N5O6P-D3928,CB012B7A746A62EB275B,,,Good Condition
5137,5137R,I9J1K-2L3M4-N5O6P-D910C,79CD244BBACF409F8CAE,,,Good Condition
5138,5138R,I9J1K-2L3M4-N5O6P-DE8F0,BF4EE99189DC49DF2FC2,,,Good Condition
5139,5139R,I9J1K-2L3M4-N5O6P-E40D4,D88E96E2D9DBF84D74A9,,,Good Condition
5140,5140R,I9J1K-2L3M4-N5O6P-E98B8,104B0FFFE7DD0D3DFFB4,,,Good Condition
5141,5141R,I9J1K-2L3M4-N5O6P-EF09C,36BFCCA37FCCEAB372FC,,,Good Condition
5142,5142R,I9J1K-2L3M4-N5O6P-F4880,EDBACB4CD6DFCD503511,,,Good Condition
5143,5143R,I9J1K-2L3M4-N5O6P-FA064,A5FCB1321A1EAEDC2FEC,,,Good Condition
5144,5144R,I9J1K-2L3M4-N5O6P-FF848,FEC5B856EFB817031B2E,,,Good Condition
5145,5145R,I9J1K-2L3M4-N5O6P-0502C,7EEBEE1BCCB4E7A81E26,,,Good Condition
5146,5146R,I9J1K-2L3M4-N5O6P-0A810,A0FDAE0AFBEBE11CCE54,,,Good Condition
5147,5147R,I9J1K-2L3M4-N5O6P-0FFF4,CA7FFC4E4FBC82647159,,,Good Condition
5148,5148R,I9J1K-2L3M4-N5O6P-157D8,CF8FBEFF76216CE7EA4D,,,Good Condition
5149,5149R,I9J1K-2L3M4-N5O6P-1AFBC,E8789F0B6ECDF07D5FF9,,,Good Condition
5150,5150R,I9J1K-2L3M4-N5O6P-207A0,A91CA44C6BFDAE7D1BDF,,,Good Condition
5151,5151R,I9J1K-2L3M4-N5O6P-25F84,8AF90D23EBC5AD5D68A8,,,Good Condition
5152,5152R,I9J1K-2L3M4-N5O6P-2B768,AD6FBEEAE5D09AEBDB9D,,,Good Condition
5153,5153R,I9J1K-2L3M4-N5O6P-30F4C,A37E480FF092DC81710A,,,Good Condition
5154,5154R,I9J1K-2L3M4-N5O6P-36730,AFACDCB1F8BA88997097,,,Good Condition
5155,5155R,I9J1K-2L3M4-N5O6P-3BF14,01E32558CECEFE9FB64C,,,Good Condition
5156,5156R,I9J1K-2L3M4-N5O6P-416F8,DE73DB4020CA0DDEE093,,,Good Condition
5157,5157R,I9J1K-2L3M4-N5O6P-46EDC,E3D26B3FBF6EA8FA5D78,,,Good Condition
5158,5158R,I9J1K-2L3M4-N5O6P-4C6C0,793604BBB9EC10AA0ABC,,,Good Condition
5159,5159R,I9J1K-2L3M4-N5O6P-51EA4,DAC7B0421A17BDDD6F85,,,Good Condition
5160,5160R,I9J1K-2L3M4-N5O6P-57688,F1AF6E19ED6FBCCD4A4F,,,Good Condition
5161,5161R,I9J1K-2L3M4-N5O6P-5CE6C,A0FBDD4AB9E9423E7A7D,,,Good Condition
5162,5162R,I9J1K-2L3M4-N5O6P-62650,C1BC8C4960FD3FBD5A51,,,Good Condition
5163,5163R,I9J1K-2L3M4-N5O6P-67E34,BC8FEA92F4824F86A1ED,,,Good Condition
5164,5164R,I9J1K-2L3M4-N5O6P-6D618,BAD267DB26F776CCB96F,,,Good Condition
5165,5165R,I9J1K-2L3M4-N5O6P-72DFC,C8DD7594DEF3D7FE13F0,,,Good Condition
5166,5166R,I9J1K-2L3M4-N5O6P-785E0,CB6FAED7D2B49EB1FE2C,,,Good Condition
5167,5167R,I9J1K-2L3M4-N5O6P-7DDC4,CB1CAB82E43DCAB56AFA,,,Good Condition
5168,5168R,I9J1K-2L3M4-N5O6P-B35A8,8B8B83280EF89C22F5AA,,,Good Condition
5169,5169R,I9J1K-2L3M4-N5O6P-88D8C,CD2075E0C90365A2225C,,,Good Condition
5170,5170R,I9J1K-2L3M4-N5O6P-8E570,9C2FE5BD4D6EF417B20C,,,Good Condition
5171,5171R,I9J1K-2L3M4-N5O6P-93D54,970E872BE4CA32DD12E9,,,Good Condition
5172,5172R,I9J1K-2L3M4-N5O6P-99538,BDFFF3ED5D7012D3A9FE,,,Good Condition
5173,5173R,I9J1K-2L3M4-N5O6P-9ED1C,AAFBC5E6D2C2F492E535,,,Good Condition
5174,5174R,I9J1K-2L3M4-N5O6P-A4500,5EC0AAFCE7CB4DAE5ADA,,,Good Condition
5175,5175R,I9J1K-2L3M4-N5O6P-A9CE4,F801D98EEEB0B3CC0D1F,,,Good Condition
5176,5176R,I9J1K-2L3M4-N5O6P-AF4C8,5A806C9E65ADFCE9CDDD,,,Good Condition
5177,5177R,I9J1K-2L3M4-N5O6P- B4CAC,EAFAE49F14A18BF05DA4,,,Good Condition
5178,5178R,I9J1K-2L3M4-N5O6P-BA490,DE3CCAA71D7711CD3A01,,,Good Condition
5179,5179R,I9J1K-2L3M4-N5O6P-BFC74,CAEDC32B021DDA9A5AC5,,,Good Condition
5180,5180R,I9J1K-2L3M4-N5O6P-C5458,D6F1BB7BFBAB1C0AE3A3,,,Good Condition
5181,5181R,I9J1K-2L3M4-N5O6P-CAC3C,BD7E2B7A4C992801BBDE,,,Good Condition
5182,5182R,I9J1K-2L3M4-N5O6P-D0420,461D2C0BF8EC4CFCD35C,,,Good Condition
5183,5183R,I9J1K-2L3M4-N5O6P-D5C04,FECD3C6A0BFA5EFB91C6,,,Good Condition
5184,5184R,I9J1K-2L3M4-N5O6P-DB3E8,ED7CFAFBF639CEEDEECA,,,Good Condition
5185,5185R,I9J1K-2L3M4-N5O6P-E0BCC,F3EDF10DBDFB14AC6AFB,,,Good Condition
5186,5186R,I9J1K-2L3M4-N5O6P-E63B0,DBBB35CC4FEA8BE6C5AE,,,Good Condition
5187,5187R,I9J1K-2L3M4-N5O6P-EBB94,CD562B54FCAD01F19B0F,,,Good Condition
5188,5188R,I9J1K-2L3M4-N5O6P-F1378,CBC77FE8EFDBBCEBED0A,,,Good Condition
5189,5189R,I9J1K-2L3M4-N5O6P-F6B5C,BB9B7E21FCE5F5AABDAF,,,Good Condition
5190,5190R,I9J1K-2L3M4-N5O6P-FC340,C113D9A8A060BEAAEC08,,,Good Condition
5191,5191R,I9J1K-2L3M4-N5O6P-01B24,C1CDBE7B8EA54ADD6BCC,,,Good Condition
5192,5192R,I9J1K-2L3M4-N5O6P-07308,BE7098F0A5D4F908CBC8,,,Good Condition
5193,5193R,I9J1K-2L3M4-N5O6P-0CAEC,74FDC00BC84FA338C845,,,Good Condition
5194,5194R,I9J1K-2L3M4-N5O6P-122D0,2D2B095AD1B8FB67FAD7,,,Good Condition
5195,5195R,I9J1K-2L3M4-N5O6P-17AB4,FA862CF51DEBDADE8DBF,,,Good Condition
5196,5196R,I9J1K-2L3M4-N5O6P-1D298,02A3E8EAD9AA4C7E8E0D,,,Good Condition
5197,5197R,I9J1K-2L3M4-N5O6P-22A7C,78AD94250E769AF41221,,,Good Condition
5198,5198R,I9J1K-2L3M4-N5O6P-28260,9F11FADDB0029EE8ADDC,,,Good Condition
5199,5199R,I9J1K-2L3M4-N5O6P-2DA44,BFFAED75D4B03C9E6CF1,,,Good Condition
5200,5200R,I9J1K-2L3M4-N5O6P-33228,DB9ACCB015614F556DC1,,,Good Condition
5201,5201R,Q7R8S-9T1U2-V3W4X-38A0C,47CD3DF0FC1C4CFFBDCC,,,Good Condition
5202,5202R,Q7R8S-9T1U2-V3W4X-3E1F0,407B037D38FFDCEBD9ED,,,Good Condition
5203,5203R,Q7R8S-9T1U2-V3W4X-439D4,8DAF09A9EB0DBF9FD638,,,Good Condition
5204,5204R,Q7R8S-9T1U2-V3W4X-491B8,B5B34DCD5BB5CAE7ECD3,,,Good Condition
5205,5205R,Q7R8S-9T1U2-V3W4X-4E99C,56EBA8BBF06E87FAFA2E,,,Good Condition
5206,5206,Q7R8S-9T1U2-V3W4X-54180,1F198B9EB0769BBFD105,,,Good Condition
5207,5207,Q7R8S-9T1U2-V3W4X-59964,9EEACBDAFDFEB7B68B88,,,Good Condition
5208,5208,Q7R8S-9T1U2-V3W4X-5F148,DD7EDE618DAF4DEF405B,,,Good Condition
5209,5209,Q7R8S-9T1U2-V3W4X-6492C,A4C791DA4E0E1AE447EF,,,Good Condition
5210,5210,Q7R8S-9T1U2-V3W4X-6A110,4B72C3B88A7ED9EF5DED,,,Good Condition
5211,5211,Q7R8S-9T1U2-V3W4X-6F8F4,7AD8F69AA8DDC91F29D2,,,Good Condition
5212,5212,Q7R8S-9T1U2-V3W4X-750D8,0ECF5F322CF206FFECF7,,,Good Condition
5213,5213,Q7R8S-9T1U2-V3W4X-7A8BC,1ACCEAAAA554AB2121B7,,,Good Condition
5214,5214,Q7R8S-9T1U2-V3W4X-800A0,B8EFCEF8A9A54F9AD21C,,,Good Condition
5215,5215,Q7R8S-9T1U2-V3W4X-85884,8DD51B95EF49ACADCED7,,,Good Condition
5216,5216,Q7R8S-9T1U2-V3W4X-8B068,4B3D78C7BE6B7AFDE0FC,,,Good Condition
5217,5217,Q7R8S-9T1U2-V3W4X-9084C,CDA6DBC87FB6E04C10FB,,,Good Condition
5218,5218,Q7R8S-9T1U2-V3W4X-96030,168FEE5AD2AE9BCBC2CD,,,Good Condition
5219,5219,Q7R8S-9T1U2-V3W4X-9B814,6B8CBCE889C23D82ABEA,,,Good Condition
5220,5220,Q7R8S-9T1U2-V3W4X-A0FF8,97D4FD18D1ADB7B4DDB6,,,Good Condition
5221,5221,Q7R8S-9T1U2-V3W4X-A67DC,F43F886B514E2C1C388B,,,Good Condition
5222,5222,Q7R8S-9T1U2-V3W4X-ABFC0,D41CD5A675E9BA50B00F,,,Good Condition
5223,5223,Q7R8S-9T1U2-V3W4X-B17A4,2FDDA7DC16F2D1677D09,,,Good Condition
5224,5224,Q7R8S-9T1U2-V3W4X-B6F88,9E14E8DBBEBDE76C6D7A,,,Good Condition
5225,5225,Q7R8S-9T1U2-V3W4X-BC76C,FB4ECCA96973DCCED0BE,,,Good Condition
5226,5226,Q7R8S-9T1U2-V3W4X-C1F50,F8CA8F6E3D7C02AB4EAA,,,Good Condition
5227,5227,Q7R8S-9T1U2-V3W4X-C7734,8F11DB5CCD76AF80AF60,,,Good Condition
5228,5228,Q7R8S-9T1U2-V3W4X-CCF18,95B0ACEB37BCBE82774F,,,Good Condition
5229,5229,Q7R8S-9T1U2-V3W4X-D26FC,CB3BC6B76D813FBD44E9,,,Good Condition
5230,5230,Q7R8S-9T1U2-V3W4X-D7EE0,ADEDFC8ADA2D888F686E,,,Good Condition
5231,5231,Q7R8S-9T1U2-V3W4X-DD6C4,F28C73E1E221BCAF0FAE,,,Good Condition
5232,5232,Q7R8S-9T1U2-V3W4X-E2EA8,446C2DCFDFFBBC4BCD5C,,,Good Condition
5233,5233,Q7R8S-9T1U2-V3W4X-E868C,EA589D8CB3EF92FCCC65,,,Good Condition
5234,5234,Q7R8S-9T1U2-V3W4X-EDE70,AC3BE58B2E833F9BBC74,,,Good Condition
5235,5235,Q7R8S-9T1U2-V3W4X-F3654,EA7FCB126DB27C3A055A,,,Good Condition
5236,5236,Q7R8S-9T1U2-V3W4X-F8E38,839BB0370B8DFE8B7105,,,Good Condition
5237,5237,Q7R8S-9T1U2-V3W4X-FE61C,AA3A0AFD91F3EE5DE6B5,,,Good Condition
5238,5238,Q7R8S-9T1U2-V3W4X-03E00,99ECA3F6E65D091E4DAE,,,Good Condition
5239,5239,Q7R8S-9T1U2-V3W4X-095E4,CB7A27E7E0BDBA304A90,,,Good Condition
5240,5240,Q7R8S-9T1U2-V3W4X-0EDC8,CEDB95F424304FFAD53A,,,Good Condition
5241,5241,Q7R8S-9T1U2-V3W4X-145AC,7C26B2FEBAD4ECE6F2CD,,,Good Condition
5242,5242,Q7R8S-9T1U2-V3W4X-19D90,D3ECFEA29A30E18FB3ED,,,Good Condition
5243,5243,Q7R8S-9T1U2-V3W4X-1F574,DE16BF2F64B6B10050B2,,,Good Condition
5244,5244,Q7R8S-9T1U2-V3W4X-24D58,4ACD8D26BCDCCCEC84C2,,,Good Condition
5245,5245,Q7R8S-9T1U2-V3W4X-2A53C,DEDD96A92DACFC51F73B,,,Good Condition
5246,5246,Q7R8S-9T1U2-V3W4X-2FD20,ACB2A0F6C1AC8DFD104A,,,Good Condition
5247,5247,Q7R8S-9T1U2-V3W4X-35504,CDF1268FD3FDB2EF42EC,,,Good Condition
5248,5248,Q7R8S-9T1U2-V3W4X-3ACE8,DED7CDCA3DF8FAC083C0,,,Good Condition
5249,5249,Q7R8S-9T1U2-V3W4X-404CC,F55DFF7CEA9C7EE33CF2,,,Good Condition
5250,5250,Q7R8S-9T1U2-V3W4X-45CB0,8C1F56EC8CD2FDCD7CA9,,,Good Condition
5251,5251,Q7R8S-9T1U2-V3W4X-4B494,FAE9A3693A2F1FB9BC82,,,Good Condition
5252,5252,Q7R8S-9T1U2-V3W4X-50C78,CC4CCEFBE91FFD98BE10,,,Good Condition
